county,precinct,office,district,candidate,votes
Douglas,Precinct 302,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,703
Douglas,Precinct 302,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,672
Douglas,Precinct 302,Douglas County School District RE-1 Ballot Issue 5B,,Total,1375
Douglas,Precinct 302,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,651
Douglas,Precinct 302,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,689
Douglas,Precinct 302,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,1340
Douglas,Precinct 303,U.S. House,4,Karen McCormick,347
Douglas,Precinct 303,U.S. House,4,Ken Buck,320
Douglas,Precinct 303,U.S. House,4,Write-in,0
Douglas,Precinct 303,U.S. House,4,Total,667
Douglas,Precinct 303,Governor,,Jar Pol / Dia Pri,320
Douglas,Precinct 303,Governor,,Wal Sta / Lang Sias,306
Douglas,Precinct 303,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 303,Governor,,Sco Hel / Mic Poague,41
Douglas,Precinct 303,Governor,,Total,673
Douglas,Precinct 303,Secretary of State,,Wayne Williams,337
Douglas,Precinct 303,Secretary of State,,Jena Griswold,316
Douglas,Precinct 303,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 303,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 303,Secretary of State,,Total,670
Douglas,Precinct 303,State Treasurer,,Brian Watson,335
Douglas,Precinct 303,State Treasurer,,Dave Young,308
Douglas,Precinct 303,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 303,State Treasurer,,Total,662
Douglas,Precinct 303,Attorney General,,Phil Weiser,309
Douglas,Precinct 303,Attorney General,,George Brauchler,320
Douglas,Precinct 303,Attorney General,,Wil F. Robinson III,40
Douglas,Precinct 303,Attorney General,,Total,669
Douglas,Precinct 303,State Board of Education Member - Congressional District 4,,Tim Krug,321
Douglas,Precinct 303,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,328
Douglas,Precinct 303,State Board of Education Member - Congressional District 4,,Total,649
Douglas,Precinct 303,Regent of the University of Colorado - At Large,,Lesley Smith,289
Douglas,Precinct 303,Regent of the University of Colorado - At Large,,Ken Montera,306
Douglas,Precinct 303,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 303,Regent of the University of Colorado - At Large,,James K. Treibert,37
Douglas,Precinct 303,Regent of the University of Colorado - At Large,,Total,638
Douglas,Precinct 303,State Representative,44,Kim Ransom,323
Douglas,Precinct 303,State Representative,44,Simone Aiken,321
Douglas,Precinct 303,State Representative,44,Total,644
Douglas,Precinct 303,Douglas County Commissioner - District 1,,Abe Laydon,329
Douglas,Precinct 303,Douglas County Commissioner - District 1,,Mary Lynch,310
Douglas,Precinct 303,Douglas County Commissioner - District 1,,Total,639
Douglas,Precinct 303,Douglas County Clerk and Recorder,,Merlin Klotz,326
Douglas,Precinct 303,Douglas County Clerk and Recorder,,Carol Johnson,304
Douglas,Precinct 303,Douglas County Clerk and Recorder,,Total,630
Douglas,Precinct 303,Douglas County Treasurer,,Dave Gill,315
Douglas,Precinct 303,Douglas County Treasurer,,Angie Hicks,321
Douglas,Precinct 303,Douglas County Treasurer,,Total,636
Douglas,Precinct 303,Douglas County Assessor,,Lisa Frizell,332
Douglas,Precinct 303,Douglas County Assessor,,Shenika Carter,292
Douglas,Precinct 303,Douglas County Assessor,,Total,624
Douglas,Precinct 303,Douglas County Sheriff,,Tony Spurlock,489
Douglas,Precinct 303,Douglas County Sheriff,,Total,489
Douglas,Precinct 303,Douglas County Surveyor,,Robert D. Snodgrass,491
Douglas,Precinct 303,Douglas County Surveyor,,Total,491
Douglas,Precinct 303,Douglas County Coroner,,Jill E. Romann,339
Douglas,Precinct 303,Douglas County Coroner,,Sydney Ludwick,283
Douglas,Precinct 303,Douglas County Coroner,,Total,622
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Danielle Ozaluk,46
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Jeff Toborg,37
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Stephen Curtis,36
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Robert Mark Ihrig,34
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Renee Williams,51
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Terry Dodd,(< 25)
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Todd Hendreks,48
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Michelle Rene Kelly,34
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Elissa Flaumenhaft,34
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Cheryl Poage,55
Douglas,Precinct 303,Town of Parker Councilmember (Vote for 3),,Total,396
Douglas,Precinct 303,Colorado Supreme Court Justice - Gabriel,,Yes,389
Douglas,Precinct 303,Colorado Supreme Court Justice - Gabriel,,No,135
Douglas,Precinct 303,Colorado Supreme Court Justice - Gabriel,,Total,524
Douglas,Precinct 303,Colorado Court of Appeals Judge - Dailey,,Yes,390
Douglas,Precinct 303,Colorado Court of Appeals Judge - Dailey,,No,130
Douglas,Precinct 303,Colorado Court of Appeals Judge - Dailey,,Total,520
Douglas,Precinct 303,Colorado Court of Appeals Judge - Freyre,,Yes,384
Douglas,Precinct 303,Colorado Court of Appeals Judge - Freyre,,No,139
Douglas,Precinct 303,Colorado Court of Appeals Judge - Freyre,,Total,523
Douglas,Precinct 303,Colorado Court of Appeals Judge - Harris,,Yes,336
Douglas,Precinct 303,Colorado Court of Appeals Judge - Harris,,No,188
Douglas,Precinct 303,Colorado Court of Appeals Judge - Harris,,Total,524
Douglas,Precinct 303,Colorado Court of Appeals Judge - Richman,,Yes,384
Douglas,Precinct 303,Colorado Court of Appeals Judge - Richman,,No,138
Douglas,Precinct 303,Colorado Court of Appeals Judge - Richman,,Total,522
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Douglass,,Yes,247
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Douglass,,No,275
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Douglass,,Total,522
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Herron,,Yes,392
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Herron,,No,126
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Herron,,Total,518
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Kramer,,Yes,380
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Kramer,,No,135
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Kramer,,Total,515
Douglas,Precinct 303,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,389
Douglas,Precinct 303,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,131
Douglas,Precinct 303,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,520
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Lung,,Yes,377
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Lung,,No,142
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Lung,,Total,519
Douglas,Precinct 303,District Court Judge - 18th Judicial District - McLean,,Yes,384
Douglas,Precinct 303,District Court Judge - 18th Judicial District - McLean,,No,131
Douglas,Precinct 303,District Court Judge - 18th Judicial District - McLean,,Total,515
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Michaelson,,Yes,365
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Michaelson,,No,146
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Michaelson,,Total,511
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Spear,,Yes,372
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Spear,,No,145
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Spear,,Total,517
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Whitaker,,Yes,390
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Whitaker,,No,125
Douglas,Precinct 303,District Court Judge - 18th Judicial District - Whitaker,,Total,515
Douglas,Precinct 303,Douglas County Court Judge - Bowling,,Yes,387
Douglas,Precinct 303,Douglas County Court Judge - Bowling,,No,129
Douglas,Precinct 303,Douglas County Court Judge - Bowling,,Total,516
Douglas,Precinct 303,Douglas County Court Judge - Gomez,,Yes,387
Douglas,Precinct 303,Douglas County Court Judge - Gomez,,No,130
Douglas,Precinct 303,Douglas County Court Judge - Gomez,,Total,517
Douglas,Precinct 303,Douglas County Court Judge - Meissner-Cutler,,Yes,383
Douglas,Precinct 303,Douglas County Court Judge - Meissner-Cutler,,No,127
Douglas,Precinct 303,Douglas County Court Judge - Meissner-Cutler,,Total,510
Douglas,Precinct 303,Amendment V (CONSTITUTIONAL),,Yes/For,202
Douglas,Precinct 303,Amendment V (CONSTITUTIONAL),,No/Against,458
Douglas,Precinct 303,Amendment V (CONSTITUTIONAL),,Total,660
Douglas,Precinct 303,Amendment W (CONSTITUTIONAL),,Yes/For,340
Douglas,Precinct 303,Amendment W (CONSTITUTIONAL),,No/Against,285
Douglas,Precinct 303,Amendment W (CONSTITUTIONAL),,Total,625
Douglas,Precinct 303,Amendment X (CONSTITUTIONAL),,Yes/For,349
Douglas,Precinct 303,Amendment X (CONSTITUTIONAL),,No/Against,271
Douglas,Precinct 303,Amendment X (CONSTITUTIONAL),,Total,620
Douglas,Precinct 303,Amendment Y (CONSTITUTIONAL),,Yes/For,425
Douglas,Precinct 303,Amendment Y (CONSTITUTIONAL),,No/Against,207
Douglas,Precinct 303,Amendment Y (CONSTITUTIONAL),,Total,632
Douglas,Precinct 303,Amendment Z (CONSTITUTIONAL),,Yes/For,419
Douglas,Precinct 303,Amendment Z (CONSTITUTIONAL),,No/Against,206
Douglas,Precinct 303,Amendment Z (CONSTITUTIONAL),,Total,625
Douglas,Precinct 303,Amendment A (CONSTITUTIONAL),,Yes/For,441
Douglas,Precinct 303,Amendment A (CONSTITUTIONAL),,No/Against,208
Douglas,Precinct 303,Amendment A (CONSTITUTIONAL),,Total,649
Douglas,Precinct 303,Amendment 73 (CONSTITUTIONAL),,Yes/For,280
Douglas,Precinct 303,Amendment 73 (CONSTITUTIONAL),,No/Against,373
Douglas,Precinct 303,Amendment 73 (CONSTITUTIONAL),,Total,653
Douglas,Precinct 303,Amendment 74 (CONSTITUTIONAL),,Yes/For,353
Douglas,Precinct 303,Amendment 74 (CONSTITUTIONAL),,No/Against,308
Douglas,Precinct 303,Amendment 74 (CONSTITUTIONAL),,Total,661
Douglas,Precinct 303,Amendment 75 (CONSTITUTIONAL),,Yes/For,223
Douglas,Precinct 303,Amendment 75 (CONSTITUTIONAL),,No/Against,403
Douglas,Precinct 303,Amendment 75 (CONSTITUTIONAL),,Total,626
Douglas,Precinct 303,Proposition 109 (STATUTORY),,Yes/For,279
Douglas,Precinct 303,Proposition 109 (STATUTORY),,No/Against,360
Douglas,Precinct 303,Proposition 109 (STATUTORY),,Total,639
Douglas,Precinct 303,Proposition 110 (STATUTORY),,Yes/For,225
Douglas,Precinct 303,Proposition 110 (STATUTORY),,No/Against,419
Douglas,Precinct 303,Proposition 110 (STATUTORY),,Total,644
Douglas,Precinct 303,Proposition 111 (STATUTORY),,Yes/For,482
Douglas,Precinct 303,Proposition 111 (STATUTORY),,No/Against,161
Douglas,Precinct 303,Proposition 111 (STATUTORY),,Total,643
Douglas,Precinct 303,Proposition 112 (STATUTORY),,Yes/For,280
Douglas,Precinct 303,Proposition 112 (STATUTORY),,No/Against,385
Douglas,Precinct 303,Proposition 112 (STATUTORY),,Total,665
Douglas,Precinct 303,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,362
Douglas,Precinct 303,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,303
Douglas,Precinct 303,Douglas County School District RE-1 Ballot Issue 5A,,Total,665
Douglas,Precinct 303,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,339
Douglas,Precinct 303,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,324
Douglas,Precinct 303,Douglas County School District RE-1 Ballot Issue 5B,,Total,663
Douglas,Precinct 303,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,343
Douglas,Precinct 303,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,302
Douglas,Precinct 303,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,645
Douglas,Precinct 304,U.S. House,4,Karen McCormick,468
Douglas,Precinct 304,U.S. House,4,Ken Buck,527
Douglas,Precinct 304,U.S. House,4,Write-in,(< 25)
Douglas,Precinct 304,U.S. House,4,Total,996
Douglas,Precinct 304,Governor,,Jar Pol / Dia Pri,430
Douglas,Precinct 304,Governor,,Wal Sta / Lang Sias,506
Douglas,Precinct 304,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 304,Governor,,Sco Hel / Mic Poague,47
Douglas,Precinct 304,Governor,,Total,994
Douglas,Precinct 304,Secretary of State,,Wayne Williams,504
Douglas,Precinct 304,Secretary of State,,Jena Griswold,449
Douglas,Precinct 304,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 304,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 304,Secretary of State,,Total,985
Douglas,Precinct 304,State Treasurer,,Brian Watson,523
Douglas,Precinct 304,State Treasurer,,Dave Young,419
Douglas,Precinct 304,State Treasurer,,Gerald F. Kilpatrick,31
Douglas,Precinct 304,State Treasurer,,Total,973
Douglas,Precinct 304,Attorney General,,Phil Weiser,409
Douglas,Precinct 304,Attorney General,,George Brauchler,527
Douglas,Precinct 304,Attorney General,,Wil F. Robinson III,46
Douglas,Precinct 304,Attorney General,,Total,982
Douglas,Precinct 304,State Board of Education Member - Congressional District 4,,Tim Krug,437
Douglas,Precinct 304,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,523
Douglas,Precinct 304,State Board of Education Member - Congressional District 4,,Total,960
Douglas,Precinct 304,Regent of the University of Colorado - At Large,,Lesley Smith,381
Douglas,Precinct 304,Regent of the University of Colorado - At Large,,Ken Montera,505
Douglas,Precinct 304,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 304,Regent of the University of Colorado - At Large,,James K. Treibert,49
Douglas,Precinct 304,Regent of the University of Colorado - At Large,,Total,945
Douglas,Precinct 304,State Representative,44,Kim Ransom,539
Douglas,Precinct 304,State Representative,44,Simone Aiken,432
Douglas,Precinct 304,State Representative,44,Total,971
Douglas,Precinct 304,Douglas County Commissioner - District 1,,Abe Laydon,533
Douglas,Precinct 304,Douglas County Commissioner - District 1,,Mary Lynch,423
Douglas,Precinct 304,Douglas County Commissioner - District 1,,Total,956
Douglas,Precinct 304,Douglas County Clerk and Recorder,,Merlin Klotz,528
Douglas,Precinct 304,Douglas County Clerk and Recorder,,Carol Johnson,424
Douglas,Precinct 304,Douglas County Clerk and Recorder,,Total,952
Douglas,Precinct 304,Douglas County Treasurer,,Dave Gill,543
Douglas,Precinct 304,Douglas County Treasurer,,Angie Hicks,413
Douglas,Precinct 304,Douglas County Treasurer,,Total,956
Douglas,Precinct 304,Douglas County Assessor,,Lisa Frizell,551
Douglas,Precinct 304,Douglas County Assessor,,Shenika Carter,401
Douglas,Precinct 304,Douglas County Assessor,,Total,952
Douglas,Precinct 304,Douglas County Sheriff,,Tony Spurlock,759
Douglas,Precinct 304,Douglas County Sheriff,,Total,759
Douglas,Precinct 304,Douglas County Surveyor,,Robert D. Snodgrass,747
Douglas,Precinct 304,Douglas County Surveyor,,Total,747
Douglas,Precinct 304,Douglas County Coroner,,Jill E. Romann,552
Douglas,Precinct 304,Douglas County Coroner,,Sydney Ludwick,377
Douglas,Precinct 304,Douglas County Coroner,,Total,929
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Danielle Ozaluk,104
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Jeff Toborg,91
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Stephen Curtis,76
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Robert Mark Ihrig,60
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Renee Williams,148
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Terry Dodd,82
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Todd Hendreks,87
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Michelle Rene Kelly,102
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Elissa Flaumenhaft,111
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Cheryl Poage,122
Douglas,Precinct 304,Town of Parker Councilmember (Vote for 3),,Total,983
Douglas,Precinct 304,Colorado Supreme Court Justice - Gabriel,,Yes,589
Douglas,Precinct 304,Colorado Supreme Court Justice - Gabriel,,No,202
Douglas,Precinct 304,Colorado Supreme Court Justice - Gabriel,,Total,791
Douglas,Precinct 304,Colorado Court of Appeals Judge - Dailey,,Yes,583
Douglas,Precinct 304,Colorado Court of Appeals Judge - Dailey,,No,200
Douglas,Precinct 304,Colorado Court of Appeals Judge - Dailey,,Total,783
Douglas,Precinct 304,Colorado Court of Appeals Judge - Freyre,,Yes,600
Douglas,Precinct 304,Colorado Court of Appeals Judge - Freyre,,No,175
Douglas,Precinct 304,Colorado Court of Appeals Judge - Freyre,,Total,775
Douglas,Precinct 304,Colorado Court of Appeals Judge - Harris,,Yes,489
Douglas,Precinct 304,Colorado Court of Appeals Judge - Harris,,No,287
Douglas,Precinct 304,Colorado Court of Appeals Judge - Harris,,Total,776
Douglas,Precinct 304,Colorado Court of Appeals Judge - Richman,,Yes,568
Douglas,Precinct 304,Colorado Court of Appeals Judge - Richman,,No,201
Douglas,Precinct 304,Colorado Court of Appeals Judge - Richman,,Total,769
Douglas,Precinct 304,District Court Judge - 18th Judicial District - Douglass,,Yes,370
Douglas,Precinct 304,District Court Judge - 18th Judicial District - Douglass,,No,405
Douglas,Precinct 304,District Court Judge - 18th Judicial District - Douglass,,Total,775
Douglas,Precinct 304,District Court Judge - 18th Judicial District - Herron,,Yes,598
