county,precinct,office,district,candidate,votes
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2B,,Total,290
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2C,,Yes/For,193
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2C,,No/Against,90
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2C,,Total,283
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2D,,Yes/For,228
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2D,,No/Against,66
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2D,,Total,294
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2E,,Yes/For,234
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2E,,No/Against,62
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2E,,Total,296
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2F,,Yes/For,261
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2F,,No/Against,33
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2F,,Total,294
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2G,,Yes/For,248
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2G,,No/Against,50
Douglas,Precinct 337,Town of Castle Rock Ballot Question 2G,,Total,298
Douglas,Precinct 337,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,369
Douglas,Precinct 337,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,429
Douglas,Precinct 337,Douglas County School District RE-1 Ballot Issue 5A,,Total,798
Douglas,Precinct 337,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,343
Douglas,Precinct 337,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,454
Douglas,Precinct 337,Douglas County School District RE-1 Ballot Issue 5B,,Total,797
Douglas,Precinct 337,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,58
Douglas,Precinct 337,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,97
Douglas,Precinct 337,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,155
Douglas,Precinct 338,U.S. House,4,Karen McCormick,298
Douglas,Precinct 338,U.S. House,4,Ken Buck,500
Douglas,Precinct 338,U.S. House,4,Write-in,(< 25)
Douglas,Precinct 338,U.S. House,4,Total,800
Douglas,Precinct 338,Governor,,Jar Pol / Dia Pri,283
Douglas,Precinct 338,Governor,,Wal Sta / Lang Sias,482
Douglas,Precinct 338,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 338,Governor,,Sco Hel / Mic Poague,26
Douglas,Precinct 338,Governor,,Total,801
Douglas,Precinct 338,Secretary of State,,Wayne Williams,477
Douglas,Precinct 338,Secretary of State,,Jena Griswold,296
Douglas,Precinct 338,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 338,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 338,Secretary of State,,Total,796
Douglas,Precinct 338,State Treasurer,,Brian Watson,488
Douglas,Precinct 338,State Treasurer,,Dave Young,275
Douglas,Precinct 338,State Treasurer,,Gerald F. Kilpatrick,26
Douglas,Precinct 338,State Treasurer,,Total,789
Douglas,Precinct 338,Attorney General,,Phil Weiser,265
Douglas,Precinct 338,Attorney General,,George Brauchler,507
Douglas,Precinct 338,Attorney General,,Wil F. Robinson III,(< 25)
Douglas,Precinct 338,Attorney General,,Total,795
Douglas,Precinct 338,State Board of Education Member - Congressional District 4,,Tim Krug,299
Douglas,Precinct 338,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,480
Douglas,Precinct 338,State Board of Education Member - Congressional District 4,,Total,779
Douglas,Precinct 338,Regent of the University of Colorado - At Large,,Lesley Smith,260
Douglas,Precinct 338,Regent of the University of Colorado - At Large,,Ken Montera,476
Douglas,Precinct 338,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 338,Regent of the University of Colorado - At Large,,James K. Treibert,26
Douglas,Precinct 338,Regent of the University of Colorado - At Large,,Total,771
Douglas,Precinct 338,State Representative,45,Danielle Kombo,288
Douglas,Precinct 338,State Representative,45,Patrick Neville,490
Douglas,Precinct 338,State Representative,45,Total,778
Douglas,Precinct 338,Douglas County Commissioner - District 1,,Abe Laydon,492
Douglas,Precinct 338,Douglas County Commissioner - District 1,,Mary Lynch,281
Douglas,Precinct 338,Douglas County Commissioner - District 1,,Total,773
Douglas,Precinct 338,Douglas County Clerk and Recorder,,Merlin Klotz,498
Douglas,Precinct 338,Douglas County Clerk and Recorder,,Carol Johnson,279
Douglas,Precinct 338,Douglas County Clerk and Recorder,,Total,777
Douglas,Precinct 338,Douglas County Treasurer,,Dave Gill,508
Douglas,Precinct 338,Douglas County Treasurer,,Angie Hicks,271
Douglas,Precinct 338,Douglas County Treasurer,,Total,779
Douglas,Precinct 338,Douglas County Assessor,,Lisa Frizell,517
Douglas,Precinct 338,Douglas County Assessor,,Shenika Carter,259
Douglas,Precinct 338,Douglas County Assessor,,Total,776
Douglas,Precinct 338,Douglas County Sheriff,,Tony Spurlock,649
Douglas,Precinct 338,Douglas County Sheriff,,Total,649
Douglas,Precinct 338,Douglas County Surveyor,,Robert D. Snodgrass,634
Douglas,Precinct 338,Douglas County Surveyor,,Total,634
Douglas,Precinct 338,Douglas County Coroner,,Jill E. Romann,517
Douglas,Precinct 338,Douglas County Coroner,,Sydney Ludwick,255
Douglas,Precinct 338,Douglas County Coroner,,Total,772
Douglas,Precinct 338,Town of Castle Rock Mayor,,Jason E. Gray,242
Douglas,Precinct 338,Town of Castle Rock Mayor,,Randy A. Reed,304
Douglas,Precinct 338,Town of Castle Rock Mayor,,Charles Fletcher III,152
Douglas,Precinct 338,Town of Castle Rock Mayor,,Total,698
Douglas,Precinct 338,Colorado Supreme Court Justice - Gabriel,,Yes,456
Douglas,Precinct 338,Colorado Supreme Court Justice - Gabriel,,No,177
Douglas,Precinct 338,Colorado Supreme Court Justice - Gabriel,,Total,633
Douglas,Precinct 338,Colorado Court of Appeals Judge - Dailey,,Yes,480
Douglas,Precinct 338,Colorado Court of Appeals Judge - Dailey,,No,144
Douglas,Precinct 338,Colorado Court of Appeals Judge - Dailey,,Total,624
Douglas,Precinct 338,Colorado Court of Appeals Judge - Freyre,,Yes,460
Douglas,Precinct 338,Colorado Court of Appeals Judge - Freyre,,No,168
Douglas,Precinct 338,Colorado Court of Appeals Judge - Freyre,,Total,628
Douglas,Precinct 338,Colorado Court of Appeals Judge - Harris,,Yes,380
Douglas,Precinct 338,Colorado Court of Appeals Judge - Harris,,No,249
Douglas,Precinct 338,Colorado Court of Appeals Judge - Harris,,Total,629
Douglas,Precinct 338,Colorado Court of Appeals Judge - Richman,,Yes,450
Douglas,Precinct 338,Colorado Court of Appeals Judge - Richman,,No,172
Douglas,Precinct 338,Colorado Court of Appeals Judge - Richman,,Total,622
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Douglass,,Yes,262
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Douglass,,No,366
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Douglass,,Total,628
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Herron,,Yes,455
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Herron,,No,162
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Herron,,Total,617
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Kramer,,Yes,451
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Kramer,,No,168
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Kramer,,Total,619
Douglas,Precinct 338,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,456
Douglas,Precinct 338,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,162
Douglas,Precinct 338,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,618
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Lung,,Yes,450
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Lung,,No,168
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Lung,,Total,618
Douglas,Precinct 338,District Court Judge - 18th Judicial District - McLean,,Yes,457
Douglas,Precinct 338,District Court Judge - 18th Judicial District - McLean,,No,164
Douglas,Precinct 338,District Court Judge - 18th Judicial District - McLean,,Total,621
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Michaelson,,Yes,438
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Michaelson,,No,175
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Michaelson,,Total,613
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Spear,,Yes,449
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Spear,,No,166
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Spear,,Total,615
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Whitaker,,Yes,455
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Whitaker,,No,162
Douglas,Precinct 338,District Court Judge - 18th Judicial District - Whitaker,,Total,617
Douglas,Precinct 338,Douglas County Court Judge - Bowling,,Yes,467
Douglas,Precinct 338,Douglas County Court Judge - Bowling,,No,157
Douglas,Precinct 338,Douglas County Court Judge - Bowling,,Total,624
Douglas,Precinct 338,Douglas County Court Judge - Gomez,,Yes,464
Douglas,Precinct 338,Douglas County Court Judge - Gomez,,No,162
Douglas,Precinct 338,Douglas County Court Judge - Gomez,,Total,626
Douglas,Precinct 338,Douglas County Court Judge - Meissner-Cutler,,Yes,478
Douglas,Precinct 338,Douglas County Court Judge - Meissner-Cutler,,No,147
Douglas,Precinct 338,Douglas County Court Judge - Meissner-Cutler,,Total,625
Douglas,Precinct 338,Amendment V (CONSTITUTIONAL),,Yes/For,178
Douglas,Precinct 338,Amendment V (CONSTITUTIONAL),,No/Against,611
Douglas,Precinct 338,Amendment V (CONSTITUTIONAL),,Total,789
Douglas,Precinct 338,Amendment W (CONSTITUTIONAL),,Yes/For,411
Douglas,Precinct 338,Amendment W (CONSTITUTIONAL),,No/Against,350
Douglas,Precinct 338,Amendment W (CONSTITUTIONAL),,Total,761
Douglas,Precinct 338,Amendment X (CONSTITUTIONAL),,Yes/For,423
Douglas,Precinct 338,Amendment X (CONSTITUTIONAL),,No/Against,322
Douglas,Precinct 338,Amendment X (CONSTITUTIONAL),,Total,745
Douglas,Precinct 338,Amendment Y (CONSTITUTIONAL),,Yes/For,513
Douglas,Precinct 338,Amendment Y (CONSTITUTIONAL),,No/Against,255
Douglas,Precinct 338,Amendment Y (CONSTITUTIONAL),,Total,768
Douglas,Precinct 338,Amendment Z (CONSTITUTIONAL),,Yes/For,508
Douglas,Precinct 338,Amendment Z (CONSTITUTIONAL),,No/Against,250
Douglas,Precinct 338,Amendment Z (CONSTITUTIONAL),,Total,758
Douglas,Precinct 338,Amendment A (CONSTITUTIONAL),,Yes/For,434
Douglas,Precinct 338,Amendment A (CONSTITUTIONAL),,No/Against,329
Douglas,Precinct 338,Amendment A (CONSTITUTIONAL),,Total,763
Douglas,Precinct 338,Amendment 73 (CONSTITUTIONAL),,Yes/For,252
Douglas,Precinct 338,Amendment 73 (CONSTITUTIONAL),,No/Against,531
Douglas,Precinct 338,Amendment 73 (CONSTITUTIONAL),,Total,783
Douglas,Precinct 338,Amendment 74 (CONSTITUTIONAL),,Yes/For,416
Douglas,Precinct 338,Amendment 74 (CONSTITUTIONAL),,No/Against,365
Douglas,Precinct 338,Amendment 74 (CONSTITUTIONAL),,Total,781
Douglas,Precinct 338,Amendment 75 (CONSTITUTIONAL),,Yes/For,244
Douglas,Precinct 338,Amendment 75 (CONSTITUTIONAL),,No/Against,510
Douglas,Precinct 338,Amendment 75 (CONSTITUTIONAL),,Total,754
Douglas,Precinct 338,Proposition 109 (STATUTORY),,Yes/For,351
Douglas,Precinct 338,Proposition 109 (STATUTORY),,No/Against,431
Douglas,Precinct 338,Proposition 109 (STATUTORY),,Total,782
Douglas,Precinct 338,Proposition 110 (STATUTORY),,Yes/For,264
Douglas,Precinct 338,Proposition 110 (STATUTORY),,No/Against,520
Douglas,Precinct 338,Proposition 110 (STATUTORY),,Total,784
Douglas,Precinct 338,Proposition 111 (STATUTORY),,Yes/For,570
Douglas,Precinct 338,Proposition 111 (STATUTORY),,No/Against,203
Douglas,Precinct 338,Proposition 111 (STATUTORY),,Total,773
Douglas,Precinct 338,Proposition 112 (STATUTORY),,Yes/For,249
Douglas,Precinct 338,Proposition 112 (STATUTORY),,No/Against,542
Douglas,Precinct 338,Proposition 112 (STATUTORY),,Total,791
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2A,,Yes/For,649
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2A,,No/Against,90
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2A,,Total,739
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2B,,Yes/For,616
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2B,,No/Against,110
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2B,,Total,726
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2C,,Yes/For,483
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2C,,No/Against,225
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2C,,Total,708
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2D,,Yes/For,613
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2D,,No/Against,118
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2D,,Total,731
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2E,,Yes/For,597
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2E,,No/Against,131
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2E,,Total,728
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2F,,Yes/For,630
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2F,,No/Against,97
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2F,,Total,727
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2G,,Yes/For,613
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2G,,No/Against,119
Douglas,Precinct 338,Town of Castle Rock Ballot Question 2G,,Total,732
Douglas,Precinct 338,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,412
Douglas,Precinct 338,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,391
Douglas,Precinct 338,Douglas County School District RE-1 Ballot Issue 5A,,Total,803
Douglas,Precinct 338,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,407
Douglas,Precinct 338,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,394
Douglas,Precinct 338,Douglas County School District RE-1 Ballot Issue 5B,,Total,801
Douglas,Precinct 339,U.S. House,4,Karen McCormick,432
Douglas,Precinct 339,U.S. House,4,Ken Buck,698
Douglas,Precinct 339,U.S. House,4,Write-in,(< 25)
Douglas,Precinct 339,U.S. House,4,Total,1131
Douglas,Precinct 339,Governor,,Jar Pol / Dia Pri,421
Douglas,Precinct 339,Governor,,Wal Sta / Lang Sias,680
Douglas,Precinct 339,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 339,Governor,,Sco Hel / Mic Poague,26
Douglas,Precinct 339,Governor,,Total,1133
Douglas,Precinct 339,Secretary of State,,Wayne Williams,686
Douglas,Precinct 339,Secretary of State,,Jena Griswold,418
Douglas,Precinct 339,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 339,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 339,Secretary of State,,Total,1127
Douglas,Precinct 339,State Treasurer,,Brian Watson,692
Douglas,Precinct 339,State Treasurer,,Dave Young,404
Douglas,Precinct 339,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 339,State Treasurer,,Total,1119
Douglas,Precinct 339,Attorney General,,Phil Weiser,374
Douglas,Precinct 339,Attorney General,,George Brauchler,704
Douglas,Precinct 339,Attorney General,,Wil F. Robinson III,46
Douglas,Precinct 339,Attorney General,,Total,1124
Douglas,Precinct 339,State Board of Education Member - Congressional District 4,,Tim Krug,414
Douglas,Precinct 339,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,682
Douglas,Precinct 339,State Board of Education Member - Congressional District 4,,Total,1096
Douglas,Precinct 339,Regent of the University of Colorado - At Large,,Lesley Smith,377
Douglas,Precinct 339,Regent of the University of Colorado - At Large,,Ken Montera,668
Douglas,Precinct 339,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 339,Regent of the University of Colorado - At Large,,James K. Treibert,43
Douglas,Precinct 339,Regent of the University of Colorado - At Large,,Total,1095
Douglas,Precinct 339,State Representative,45,Danielle Kombo,425
Douglas,Precinct 339,State Representative,45,Patrick Neville,665
Douglas,Precinct 339,State Representative,45,Total,1090
Douglas,Precinct 339,Douglas County Commissioner - District 1,,Abe Laydon,692
Douglas,Precinct 339,Douglas County Commissioner - District 1,,Mary Lynch,409
Douglas,Precinct 339,Douglas County Commissioner - District 1,,Total,1101
Douglas,Precinct 339,Douglas County Clerk and Recorder,,Merlin Klotz,700
Douglas,Precinct 339,Douglas County Clerk and Recorder,,Carol Johnson,397
Douglas,Precinct 339,Douglas County Clerk and Recorder,,Total,1097
Douglas,Precinct 339,Douglas County Treasurer,,Dave Gill,701
Douglas,Precinct 339,Douglas County Treasurer,,Angie Hicks,397
Douglas,Precinct 339,Douglas County Treasurer,,Total,1098
Douglas,Precinct 339,Douglas County Assessor,,Lisa Frizell,720
Douglas,Precinct 339,Douglas County Assessor,,Shenika Carter,379
Douglas,Precinct 339,Douglas County Assessor,,Total,1099
Douglas,Precinct 339,Douglas County Sheriff,,Tony Spurlock,883
Douglas,Precinct 339,Douglas County Sheriff,,Total,883
Douglas,Precinct 339,Douglas County Surveyor,,Robert D. Snodgrass,880
Douglas,Precinct 339,Douglas County Surveyor,,Total,880
Douglas,Precinct 339,Douglas County Coroner,,Jill E. Romann,728
Douglas,Precinct 339,Douglas County Coroner,,Sydney Ludwick,362
Douglas,Precinct 339,Douglas County Coroner,,Total,1090
Douglas,Precinct 339,Colorado Supreme Court Justice - Gabriel,,Yes,657
Douglas,Precinct 339,Colorado Supreme Court Justice - Gabriel,,No,250
Douglas,Precinct 339,Colorado Supreme Court Justice - Gabriel,,Total,907
Douglas,Precinct 339,Colorado Court of Appeals Judge - Dailey,,Yes,695
Douglas,Precinct 339,Colorado Court of Appeals Judge - Dailey,,No,202
Douglas,Precinct 339,Colorado Court of Appeals Judge - Dailey,,Total,897
Douglas,Precinct 339,Colorado Court of Appeals Judge - Freyre,,Yes,655
Douglas,Precinct 339,Colorado Court of Appeals Judge - Freyre,,No,239
Douglas,Precinct 339,Colorado Court of Appeals Judge - Freyre,,Total,894
Douglas,Precinct 339,Colorado Court of Appeals Judge - Harris,,Yes,545
Douglas,Precinct 339,Colorado Court of Appeals Judge - Harris,,No,354
Douglas,Precinct 339,Colorado Court of Appeals Judge - Harris,,Total,899
Douglas,Precinct 339,Colorado Court of Appeals Judge - Richman,,Yes,630
Douglas,Precinct 339,Colorado Court of Appeals Judge - Richman,,No,262
Douglas,Precinct 339,Colorado Court of Appeals Judge - Richman,,Total,892
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Douglass,,Yes,415
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Douglass,,No,483
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Douglass,,Total,898
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Herron,,Yes,653
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Herron,,No,230
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Herron,,Total,883
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Kramer,,Yes,644
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Kramer,,No,240
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Kramer,,Total,884
Douglas,Precinct 339,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,647
Douglas,Precinct 339,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,233
Douglas,Precinct 339,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,880
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Lung,,Yes,639
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Lung,,No,243
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Lung,,Total,882
Douglas,Precinct 339,District Court Judge - 18th Judicial District - McLean,,Yes,662
Douglas,Precinct 339,District Court Judge - 18th Judicial District - McLean,,No,221
Douglas,Precinct 339,District Court Judge - 18th Judicial District - McLean,,Total,883
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Michaelson,,Yes,625
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Michaelson,,No,251
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Michaelson,,Total,876
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Spear,,Yes,633
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Spear,,No,242
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Spear,,Total,875
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Whitaker,,Yes,656
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Whitaker,,No,224
Douglas,Precinct 339,District Court Judge - 18th Judicial District - Whitaker,,Total,880
Douglas,Precinct 339,Douglas County Court Judge - Bowling,,Yes,658
Douglas,Precinct 339,Douglas County Court Judge - Bowling,,No,222
Douglas,Precinct 339,Douglas County Court Judge - Bowling,,Total,880
Douglas,Precinct 339,Douglas County Court Judge - Gomez,,Yes,664
Douglas,Precinct 339,Douglas County Court Judge - Gomez,,No,217
Douglas,Precinct 339,Douglas County Court Judge - Gomez,,Total,881
Douglas,Precinct 339,Douglas County Court Judge - Meissner-Cutler,,Yes,660
Douglas,Precinct 339,Douglas County Court Judge - Meissner-Cutler,,No,219
Douglas,Precinct 339,Douglas County Court Judge - Meissner-Cutler,,Total,879
Douglas,Precinct 339,Amendment V (CONSTITUTIONAL),,Yes/For,300
Douglas,Precinct 339,Amendment V (CONSTITUTIONAL),,No/Against,812
Douglas,Precinct 339,Amendment V (CONSTITUTIONAL),,Total,1112
Douglas,Precinct 339,Amendment W (CONSTITUTIONAL),,Yes/For,548
Douglas,Precinct 339,Amendment W (CONSTITUTIONAL),,No/Against,523
Douglas,Precinct 339,Amendment W (CONSTITUTIONAL),,Total,1071
Douglas,Precinct 339,Amendment X (CONSTITUTIONAL),,Yes/For,604
Douglas,Precinct 339,Amendment X (CONSTITUTIONAL),,No/Against,461
Douglas,Precinct 339,Amendment X (CONSTITUTIONAL),,Total,1065
Douglas,Precinct 339,Amendment Y (CONSTITUTIONAL),,Yes/For,713
Douglas,Precinct 339,Amendment Y (CONSTITUTIONAL),,No/Against,370
Douglas,Precinct 339,Amendment Y (CONSTITUTIONAL),,Total,1083
Douglas,Precinct 339,Amendment Z (CONSTITUTIONAL),,Yes/For,695
Douglas,Precinct 339,Amendment Z (CONSTITUTIONAL),,No/Against,373
Douglas,Precinct 339,Amendment Z (CONSTITUTIONAL),,Total,1068
Douglas,Precinct 339,Amendment A (CONSTITUTIONAL),,Yes/For,658
Douglas,Precinct 339,Amendment A (CONSTITUTIONAL),,No/Against,437
Douglas,Precinct 339,Amendment A (CONSTITUTIONAL),,Total,1095
Douglas,Precinct 339,Amendment 73 (CONSTITUTIONAL),,Yes/For,402
Douglas,Precinct 339,Amendment 73 (CONSTITUTIONAL),,No/Against,708
Douglas,Precinct 339,Amendment 73 (CONSTITUTIONAL),,Total,1110
Douglas,Precinct 339,Amendment 74 (CONSTITUTIONAL),,Yes/For,566
Douglas,Precinct 339,Amendment 74 (CONSTITUTIONAL),,No/Against,546
Douglas,Precinct 339,Amendment 74 (CONSTITUTIONAL),,Total,1112
Douglas,Precinct 339,Amendment 75 (CONSTITUTIONAL),,Yes/For,355
Douglas,Precinct 339,Amendment 75 (CONSTITUTIONAL),,No/Against,740
Douglas,Precinct 339,Amendment 75 (CONSTITUTIONAL),,Total,1095
Douglas,Precinct 339,Proposition 109 (STATUTORY),,Yes/For,479
Douglas,Precinct 339,Proposition 109 (STATUTORY),,No/Against,624
Douglas,Precinct 339,Proposition 109 (STATUTORY),,Total,1103
Douglas,Precinct 339,Proposition 110 (STATUTORY),,Yes/For,399
Douglas,Precinct 339,Proposition 110 (STATUTORY),,No/Against,707
Douglas,Precinct 339,Proposition 110 (STATUTORY),,Total,1106
Douglas,Precinct 339,Proposition 111 (STATUTORY),,Yes/For,804
Douglas,Precinct 339,Proposition 111 (STATUTORY),,No/Against,298
Douglas,Precinct 339,Proposition 111 (STATUTORY),,Total,1102
Douglas,Precinct 339,Proposition 112 (STATUTORY),,Yes/For,375
Douglas,Precinct 339,Proposition 112 (STATUTORY),,No/Against,757
Douglas,Precinct 339,Proposition 112 (STATUTORY),,Total,1132
Douglas,Precinct 339,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,614
Douglas,Precinct 339,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,519
Douglas,Precinct 339,Douglas County School District RE-1 Ballot Issue 5A,,Total,1133
Douglas,Precinct 339,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,612
Douglas,Precinct 339,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,522
Douglas,Precinct 339,Douglas County School District RE-1 Ballot Issue 5B,,Total,1134
Douglas,Precinct 339,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,533
Douglas,Precinct 339,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,575
Douglas,Precinct 339,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,1108
Douglas,Precinct 340,U.S. House,4,Karen McCormick,389
Douglas,Precinct 340,U.S. House,4,Ken Buck,774
Douglas,Precinct 340,U.S. House,4,Write-in,(< 25)
Douglas,Precinct 340,U.S. House,4,Total,1164
Douglas,Precinct 340,Governor,,Jar Pol / Dia Pri,395
Douglas,Precinct 340,Governor,,Wal Sta / Lang Sias,759
Douglas,Precinct 340,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 340,Governor,,Sco Hel / Mic Poague,(< 25)
Douglas,Precinct 340,Governor,,Total,1180
Douglas,Precinct 340,Secretary of State,,Wayne Williams,779
Douglas,Precinct 340,Secretary of State,,Jena Griswold,374
Douglas,Precinct 340,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 340,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 340,Secretary of State,,Total,1165
Douglas,Precinct 340,State Treasurer,,Brian Watson,768
Douglas,Precinct 340,State Treasurer,,Dave Young,368
Douglas,Precinct 340,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 340,State Treasurer,,Total,1151
Douglas,Precinct 340,Attorney General,,Phil Weiser,338
Douglas,Precinct 340,Attorney General,,George Brauchler,804
Douglas,Precinct 340,Attorney General,,Wil F. Robinson III,(< 25)
Douglas,Precinct 340,Attorney General,,Total,1160
Douglas,Precinct 340,State Board of Education Member - Congressional District 4,,Tim Krug,372
Douglas,Precinct 340,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,754
Douglas,Precinct 340,State Board of Education Member - Congressional District 4,,Total,1126
Douglas,Precinct 340,Regent of the University of Colorado - At Large,,Lesley Smith,349
Douglas,Precinct 340,Regent of the University of Colorado - At Large,,Ken Montera,742
Douglas,Precinct 340,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 340,Regent of the University of Colorado - At Large,,James K. Treibert,29
Douglas,Precinct 340,Regent of the University of Colorado - At Large,,Total,1128
Douglas,Precinct 340,State Representative,45,Danielle Kombo,364
Douglas,Precinct 340,State Representative,45,Patrick Neville,761
Douglas,Precinct 340,State Representative,45,Total,1125
Douglas,Precinct 340,Douglas County Commissioner - District 1,,Abe Laydon,763
